SampleID	goods_coverage	simpson_reciprocal	PD_whole_tree	chao1	observed_species	shannon	gini_index	fisher_alpha	margalef	brillouin_d	strong	mcintosh_d
H0886	0.989	26.1492052734	87.71812	258.5	209.0	5.59856692957	0.993383264397	44.0966384516	24.4211907991	3.80793639018	0.669966507177	0.815983932204
H0896	0.9596	19.600003136	109.3358	737.157894737	381.0	5.55938983627	0.991007317849	95.9000908357	44.6156370367	3.74787826224	0.749062467192	0.785227840966
H0914	0.9556	27.3116588009	137.42794	815.681818182	444.0	6.02943894349	0.987803436207	117.699203345	52.0124400191	4.05460619764	0.71203963964	0.820251207828
H0915	0.9702	22.4647617747	116.79623	514.838709677	337.0	5.70613506748	0.991178173719	81.5572222077	39.4496159062	3.85533773868	0.71623620178	0.800334650323
H0930	0.9862	17.6895220008	71.76318	277.785714286	194.0	5.19684357217	0.994659179128	40.1428051555	22.6600472318	3.53692669834	0.694342268041	0.773172582047
J0001	0.9856	11.8543751654	81.96538	285.307692308	187.0	4.64259216308	0.995852052179	38.3308682062	21.8381802338	3.1578279071	0.734857754011	0.719735766517
J0003	0.9798	30.2454722528	127.20028	451.277777778	311.0	6.33615352489	0.98828176901	73.4274318385	36.3969670563	4.28774554953	0.619427652733	0.829904836351
J0005	0.962	33.3834530241	115.41114	694.5	362.0	6.02332813843	0.990178682787	89.6169805999	42.3848551849	4.0704626204	0.719903867403	0.838787230129
J0018	0.9788	18.8565963391	95.34662	422.896551724	231.0	5.28705304477	0.994177919185	50.0673150649	27.0042013643	3.59212609023	0.713697835498	0.780755114374
J0020	0.9894	19.6363042276	81.22921	260.9	192.0	5.52250027849	0.993434234808	39.6229346563	22.4252280895	3.75858854054	0.638483333333	0.785439720212
J0022	0.979	24.8930594167	85.92555	404.454545455	239.0	5.50409842173	0.993651415845	52.288129123	27.9434779335	3.74010534636	0.722956485356	0.811040708092
J0024	0.984	8.91823901166	96.83228	309.025641026	228.0	4.9061926448	0.994192427617	49.2412863025	26.6519726509	3.32678551721	0.694063157895	0.674683647065
J0036	0.9796	14.4424186545	85.95152	421.04	215.0	4.89236516768	0.995302577156	45.704945236	25.125648226	3.3251640266	0.74616744186	0.747434461073
J0038	0.9774	12.508518301	91.36734	457.75	260.0	5.19508950553	0.993522112631	58.2414115942	30.4090789277	3.52032485663	0.710630769231	0.72754261825
J0040	0.9808	10.9220098595	86.63781	357.117647059	223.0	4.94571359966	0.994606299714	47.8728364347	26.0649247951	3.35777251538	0.715196412556	0.707418486497
J0042	0.9798	11.1332687901	97.40652	415.903225806	253.0	4.94181238006	0.993932866688	56.2372338939	29.5872119296	3.34636142555	0.712107509881	0.71034446985
J0054	0.9808	18.0837058577	102.89357	392.117647059	258.0	5.48643615117	0.992923258034	57.6667861615	30.1742597854	3.72048612126	0.705465116279	0.775815570664
J0056	0.9836	31.3935469936	84.04771	384.05	218.0	5.79487524451	0.992753865733	46.5147718484	25.4778769394	3.94202547457	0.655513761468	0.833308772899
J0058	0.9802	31.0169849009	105.73763	399.275	278.0	5.91861704949	0.991391345848	63.4846361003	32.5224512084	4.01223767256	0.677726618705	0.832213151901
J0060	0.985	7.72161657294	83.63555	283.682926829	216.0	4.61406038707	0.994906076997	45.9744685053	25.2430577971	3.12910092199	0.717192592593	0.649312466137
J0072	0.9816	16.4820457779	100.88828	361.6	242.0	5.27578224519	0.993777410118	53.1276759465	28.295706647	3.57976878977	0.709504132231	0.764494554183
J0074	0.991	23.2872680122	74.08608	210.5	161.0	5.33466271582	0.994716131085	31.7908309122	18.7855313839	3.63885942977	0.664253416149	0.804148047858
J0076	0.981	25.9807202271	94.75067	386.53125	247.0	5.66464117874	0.992734202991	54.5350460402	28.8827545027	3.84562030957	0.679851012146	0.815341785537
J0078	0.9834	12.5117360084	98.35976	359.12	223.0	5.08044718796	0.994184855234	47.8728364347	26.0649247951	3.44858750118	0.697439461883	0.727579499843
J0090	0.9778	17.0445790739	106.45957	407.666666667	272.0	5.43039916365	0.992936366529	61.7226311391	31.8179937815	3.6796185584	0.710894117647	0.768652134034
J0092	0.98	24.7633122614	92.5568	383.588235294	238.0	5.48967349098	0.993656697423	52.0090952734	27.8260683624	3.72960433698	0.714342857143	0.810508798385
J0094	0.9876	26.3939711947	91.09456	315.791666667	237.0	5.93030155581	0.991272733058	51.7304696966	27.7086587912	4.02639123788	0.622545991561	0.816905830575
J0109	0.9882	27.0912259105	84.82198	256.46875	203.0	5.6758241415	0.993224244353	42.5035642978	23.7167333722	3.8633727395	0.658481773399	0.819463167122
J0124	0.9762	11.4387159355	103.56601	443.166666667	276.0	5.07547371432	0.993422462615	62.8957230466	32.2876320661	3.43441223026	0.724142028986	0.714430784934
J0126	0.9628	22.9771386661	115.12129	695.865384615	365.0	5.88083130758	0.99020311804	90.6000239144	42.7370838983	3.97040018673	0.713775342466	0.80273425671
J0128	0.9878	26.260283527	90.43892	287.0	226.0	5.77944550585	0.99222933503	48.6926641859	26.4171535086	3.92692642241	0.638334513274	0.816403900078
M0828	0.972	10.2741724565	110.14257	461.166666667	299.0	4.94662100876	0.993547502386	69.7628725445	34.9880522025	3.34238220368	0.749687625418	0.697889780785
M0829	0.9672	10.9463035646	104.34231	593.188679245	341.0	5.19491351108	0.991953102132	82.8308648152	39.9192541908	3.50236585474	0.724765395894	0.707759264732
M0830	0.9776	21.576723376	99.33257	432.823529412	250.0	5.45825305196	0.993531594018	55.3843251543	29.2349832162	3.70566713713	0.7262	0.795975017803
M0831	0.9654	6.81864796575	111.439	630.56	333.0	4.72272034557	0.993013172129	80.2896673071	38.9799776216	3.18032566645	0.753297897898	0.625893721659
M0833	0.9676	15.038444279	108.02715	577.82	317.0	5.32781127563	0.992589436844	75.28054429	37.1014244832	3.60121516131	0.735462460568	0.752777228932
M0834	0.9716	4.98439684412	91.11696	530.692307692	274.0	4.23294967345	0.99475692014	62.3083872433	32.0528129238	2.85567982639	0.756960583942	0.560006662905
M0835	0.9714	4.61922951991	88.07225	518.738095238	277.0	3.86543144337	0.995303086223	63.1899825684	32.4050416372	2.60274128622	0.787828158845	0.542389643498
M0836	0.9778	2.30991992339	82.18916	404.583333333	235.0	2.9210829816	0.99637085587	51.1744451362	27.4738396489	1.95840705721	0.793770212766	0.346943421654
M0837	0.9754	4.15146952058	89.61653	429.488372093	255.0	3.87057425944	0.995519249125	56.8078510263	29.8220310719	2.61026131021	0.776996078431	0.516510759216
M0839	0.9728	31.3946508538	117.07994	523.636363636	315.0	6.04372570821	0.99040439071	74.6613015544	36.8666053409	4.0909400756	0.676196825397	0.833311955614
M0840	0.9786	7.76191174023	99.7881	427.848484848	256.0	4.89168682128	0.993755965638	57.0937618505	29.9394406431	3.31102286392	0.70946875	0.650261213529
M0841	0.9766	6.65892100975	84.9367	416.578947368	238.0	4.14050195703	0.995780146357	52.0090952734	27.8260683624	2.80123824047	0.775568067227	0.621262456045
M0842	0.9636	7.67433322323	101.07793	665.773584906	355.0	5.05008074646	0.991679350939	87.3364119548	41.5629881869	3.39955268392	0.728690140845	0.648189667804
M0843	0.9612	24.4993796757	125.75622	688.308823529	413.0	6.06452749443	0.988240789055	106.787829684	48.3727433135	4.08434505951	0.703313317191	0.809413772749
M0845	0.9824	4.33526663104	64.96914	327.5	168.0	3.37946957678	0.997680432708	33.521673597	19.6073983819	2.29489981323	0.829266666667	0.527178087464
M0846	0.9828	3.36873196886	64.76064	290.833333333	169.0	3.02719789982	0.997802354438	33.7707590901	19.7248079531	2.05066815021	0.82444260355	0.461692088737
M0847	0.9856	4.70129654237	61.88234	244.081081081	175.0	3.69460249511	0.99715214763	35.274747791	20.42926538	2.50855521797	0.7996	0.546527065085
M0848	0.9818	19.2863435716	81.66395	336.441176471	216.0	5.29800543759	0.994367674197	45.9744685053	25.2430577971	3.60341484586	0.712474074074	0.783372254604
M0849	0.967	10.1071274654	94.60511	570.283018868	315.0	4.8421514162	0.993617626472	74.6613015544	36.8666053409	3.26832958462	0.764812698413	0.695285399509
M0851	0.9766	11.7941663223	89.88442	474.0625	262.0	4.95875366828	0.994118994591	58.8176352835	30.64389807	3.35798849559	0.73646259542	0.718984738406
M0852	0.9644	6.559462313	117.00648	645.722222222	354.0	4.87244817962	0.991905695196	87.0121267467	41.4455786157	3.27695365625	0.730880225989	0.618293585155
M0853	0.9744	14.6258873526	104.75948	488.523809524	295.0	5.39558644797	0.992535984728	68.5537512373	34.5184139179	3.65049757541	0.717427118644	0.74911382144
M0854	0.9684	5.8329172519	106.82135	549.196078431	306.0	4.40380119105	0.994074769329	71.893766648	35.8099192005	2.96691615412	0.763560784314	0.594351293861
M0855	0.9636	8.25064536548	124.24874	698.142857143	362.0	5.05572213894	0.991397263761	89.6169805999	42.3848551849	3.40123516909	0.723040883978	0.661209215105
